"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.012993750E-1,-4.538562012E-1,3.656895447E-1,9.777068481E0,9.794426088E0
9.113193750E-1,-4.990621948E-1,3.737727356E-1,9.770033112E0,9.789908893E0
9.213403750E-1,-5.325924683E-1,3.796105957E-1,9.750124512E0,9.772035967E0
9.313603750E-1,-5.683680725E-1,3.758683777E-1,9.780511322E0,9.804219552E0
9.413813750E-1,-5.962101746E-1,3.731739807E-1,9.780511322E0,9.805770093E0
9.514013750E-1,-6.496490479E-1,3.936813354E-1,9.775272217E0,9.804742515E0
9.614223750E-1,-6.854246521E-1,3.842509460E-1,9.789792023E0,9.821277086E0
9.714423750E-1,-7.150630188E-1,3.951782227E-1,9.801467743E0,9.835458854E0
9.814633750E-1,-7.433541870E-1,3.580554199E-1,9.864786072E0,9.899231454E0
9.914833750E-1,-7.357200623E-1,3.385958862E-1,9.928703156E0,9.961680457E0
1.001504375E0,-7.063810730E-1,3.637435913E-1,9.905651093E0,9.937464827E0
1.011524375E0,-7.053332520E-1,3.525169373E-1,9.913734283E0,9.945043521E0
1.021544375E0,-7.057823181E-1,3.573069763E-1,9.925709381E0,9.957183521E0
1.031565375E0,-7.198530579E-1,3.562591553E-1,9.939630432E0,9.972028988E0
1.041585375E0,-7.232958984E-1,3.460803223E-1,9.931098175E0,9.963415053E0
1.051606375E0,-7.072792053E-1,3.550616455E-1,9.944121094E0,9.975562990E0
1.061626375E0,-6.562353516E-1,3.198847961E-1,9.936337280E0,9.963120478E0
1.071647375E0,-6.011499023E-1,2.710862732E-1,9.876012726E0,9.898004664E0
1.081667375E0,-5.577401733E-1,2.366578674E-1,9.801767120E0,9.820474516E0
1.091688375E0,-5.129832458E-1,2.438429260E-1,9.771979065E0,9.788472099E0
1.101708375E0,-4.899311829E-1,2.465373230E-1,9.730964355E0,9.746408595E0
1.111729375E0,-4.439767456E-1,2.460882568E-1,9.729916534E0,9.743148903E0
1.121749375E0,-3.610491943E-1,2.194436646E-1,9.731563110E0,9.740730600E0
1.131770375E0,-3.254232788E-1,1.975891113E-1,9.794132996E0,9.801529621E0
1.141790375E0,-3.384461975E-1,1.892065430E-1,9.866432648E0,9.874048721E0
1.151810375E0,-3.227288818E-1,1.715432739E-1,9.997859344E0,1.000453760E1
1.161831375E0,-3.525169373E-1,1.740879822E-1,9.955198059E0,9.962958557E0
1.171851375E0,-3.188369751E-1,1.983375549E-1,1.004501129E1,1.005202699E1
1.181872375E0,-2.827619934E-1,3.153941345E-1,1.003588028E1,1.004481562E1
1.191892375E0,-2.987786865E-1,3.695814514E-1,9.917326813E0,9.928707381E0
1.201913375E0,-3.685336304E-1,4.086502075E-1,9.885892181E0,9.901195698E0
1.211933375E0,-4.339476013E-1,4.797523499E-1,9.970915375E0,9.991878014E0
1.221954375E0,-3.986210632E-1,5.140310669E-1,1.001133133E1,1.003244146E1
1.231974375E0,-3.900888062E-1,5.486091614E-1,9.922715607E0,9.945522927E0
1.241995375E0,-3.905378723E-1,5.465135193E-1,9.865235138E0,9.888076718E0
1.252015375E0,-3.653901672E-1,5.207670593E-1,9.867779846E0,9.888265136E0
1.262036375E0,-3.125500488E-1,4.791535950E-1,9.832153931E0,9.848783002E0
1.272056375E0,-3.050656128E-1,4.174818420E-1,9.757758636E0,9.771448701E0
1.282076375E0,-2.927911377E-1,3.475772095E-1,9.716294861E0,9.726917415E0
1.292097375E0,-3.008743286E-1,3.221301270E-1,9.681866455E0,9.691895131E0
1.302117375E0,-2.996768188E-1,2.824626160E-1,9.698032837E0,9.706772493E0
1.312138375E0,-2.829116821E-1,2.591111755E-1,9.689350891E0,9.696942730E0
1.322158375E0,-2.911445618E-1,2.411485291E-1,9.709259491E0,9.716616573E0
1.332179375E0,-3.068618774E-1,1.965412903E-1,9.724378052E0,9.731203481E0
1.342199375E0,-2.877017212E-1,1.927990723E-1,9.738897858E0,9.745053886E0
1.352220375E0,-2.830613708E-1,1.776805115E-1,9.747130737E0,9.752858643E0
1.362240375E0,-2.953358459E-1,1.898052979E-1,9.762848053E0,9.769158173E0
1.372261375E0,-2.757266235E-1,2.121089172E-1,9.768835602E0,9.775027590E0
1.382281375E0,-2.676434326E-1,2.567161560E-1,9.718390503E0,9.725464007E0
1.392302375E0,-2.704875183E-1,2.824626160E-1,9.670190735E0,9.678095757E0
1.402322375E0,-2.691403198E-1,3.321592712E-1,9.669741669E0,9.679187478E0
1.412342375E0,-2.405497742E-1,4.191284180E-1,9.688901825E0,9.700945902E0
1.422363375E0,-2.061213684E-1,4.665797424E-1,9.688752136E0,9.702169893E0
1.432383375E0,-1.944456482E-1,4.902305603E-1,9.654323730E0,9.668717692E0
1.442404375E0,-1.998344421E-1,4.972659302E-1,9.615704041E0,9.630626740E0
1.452424375E0,-2.436932373E-1,5.179229736E-1,9.588161316E0,9.605231284E0
1.462445375E0,-2.992277527E-1,4.736151123E-1,9.624236298E0,9.640527622E0
1.472465375E0,-2.944377136E-1,3.878434753E-1,9.611961823E0,9.624288348E0
1.482486375E0,-3.257226562E-1,3.381468201E-1,9.615554352E0,9.627010128E0
1.492506375E0,-3.296145630E-1,2.644999695E-1,9.705816650E0,9.715013270E0
1.502527375E0,-3.427871704E-1,2.074685669E-1,9.751172333E0,9.759401012E0
1.512547375E0,-3.594026184E-1,1.591191101E-1,9.807904358E0,9.815776945E0
1.522567375E0,-3.924838257E-1,1.332229614E-1,9.837692413E0,9.846419853E0
1.532588375E0,-4.752616882E-1,1.148112488E-1,9.814490662E0,9.826661806E0
1.542608375E0,-4.784051514E-1,1.255888367E-1,9.724078674E0,9.736649840E0
1.552629375E0,-4.216731262E-1,9.400451660E-2,9.608668671E0,9.618376095E0
1.562649375E0,-4.152365112E-1,1.643582153E-1,9.407337341E0,9.417931346E0
1.572670375E0,-4.192781067E-1,2.387535095E-1,9.366472321E0,9.378891251E0
1.582690375E0,-3.558100891E-1,3.014730835E-1,9.335636444E0,9.347277393E0
1.592711375E0,-2.701881409E-1,3.549119568E-1,9.296118622E0,9.306813932E0
