"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.585042458E0,-2.624941406E0,2.838247833E0,9.736951904E0,1.047636390E1
1.595062458E0,-3.049907684E0,2.785108337E0,9.737251282E0,1.057699522E1
1.605081458E0,-3.492088165E0,2.736609192E0,9.658814392E0,1.062903594E1
1.615101458E0,-4.049229584E0,2.703078918E0,9.479936371E0,1.065702067E1
1.625120458E0,-4.645589447E0,2.539918213E0,9.248068542E0,1.065642799E1
1.635139458E0,-5.182822266E0,2.259850616E0,8.916807404E0,1.055831548E1
1.645159458E0,-5.515131226E0,1.929487610E0,8.578510895E0,1.037932773E1
1.655178458E0,-5.638474731E0,1.543889465E0,8.568481750E0,1.037279478E1
1.665197458E0,-5.659580841E0,1.258732452E0,8.697812805E0,1.045309573E1
1.675217458E0,-5.539979553E0,1.010997620E0,8.808283081E0,1.045463249E1
1.685236458E0,-5.439239044E0,6.644682312E-1,8.572822723E0,1.017448421E1
1.695255458E0,-5.240153046E0,3.607498169E-1,8.233179016E0,9.765991045E0
1.705275458E0,-5.340893555E0,4.361929321E-1,7.879015503E0,9.528603966E0
1.715294458E0,-5.548661499E0,4.635859680E-1,7.629334717E0,9.445067739E0
1.725313458E0,-5.709876251E0,5.201683044E-1,7.410789185E0,9.369794993E0
1.735333458E0,-5.443280640E0,6.872209167E-1,7.402107239E0,9.213727166E0
1.745352458E0,-5.703289948E0,1.380579071E0,7.282505951E0,9.352454636E0
1.755371458E0,-6.358776855E0,1.770967255E0,6.714736633E0,9.415840704E0
1.765391458E0,-6.429579620E0,1.781894531E0,5.629343719E0,8.729499008E0
1.775410458E0,-6.268215179E0,2.325863342E0,5.032235413E0,8.368007832E0
1.785429458E0,-7.212601318E0,2.667602692E0,6.933132477E0,1.035403534E1
1.795449458E0,-1.087787933E1,1.969155121E0,1.260393997E1,1.676499727E1
1.805468458E0,-1.234467911E1,2.020797729E0,1.426264069E1,1.897096848E1
1.815488458E0,-8.922794952E0,3.978127441E0,7.781568146E0,1.248977864E1
1.825507458E0,-7.643405457E0,4.094285889E0,5.236710205E0,1.012955861E1
1.835526458E0,-8.094118195E0,4.165388031E0,6.174210663E0,1.099936744E1
1.845546458E0,-6.996750183E0,4.527634735E0,7.038812714E0,1.090866050E1
1.855565458E0,-5.912704468E0,4.015100555E0,6.875502319E0,9.917340306E0
1.865584458E0,-5.616021423E0,3.353326721E0,6.173013153E0,8.993919508E0
1.875604458E0,-5.967340851E0,1.814826050E0,6.913672943E0,9.311370682E0
1.885623458E0,-6.829098816E0,3.299139404E-1,8.645421753E0,1.102219357E1
1.895642458E0,-6.853947144E0,4.626878357E-1,8.392148438E0,1.084522138E1
1.905662458E0,-6.095773773E0,9.041198730E-1,7.030130768E0,9.348723402E0
1.915681458E0,-6.002368011E0,1.023721161E0,6.978637848E0,9.261631226E0
1.925700458E0,-6.124663696E0,1.296753387E0,7.613168335E0,9.856642777E0
1.935720458E0,-5.555247803E0,1.857637024E0,8.481362915E0,1.030752688E1
1.945739458E0,-4.702920227E0,2.564317474E0,8.201295319E0,9.795633092E0
1.955759458E0,-3.461701355E0,2.114203491E0,9.872120819E0,1.067295658E1
1.965778458E0,-2.321971436E0,6.634204102E-1,1.425201279E1,1.445515640E1
1.975797458E0,-1.891017609E0,4.040098572E-1,4.454436951E0,4.856045728E0
1.985817458E0,1.159339142E0,8.017327881E-1,1.999990997E0,2.446795189E0
1.995836458E0,3.555107117E0,1.156944122E0,2.780617676E0,4.659306920E0
2.005855458E0,3.395988007E0,5.325924683E-1,4.619842987E0,5.758414582E0
2.015875458E0,2.376907196E0,1.924996948E-1,8.536747742E0,8.863566210E0
2.025894458E0,1.640438690E0,1.144669647E0,1.282503021E1,1.298008889E1
2.035913458E0,1.374142456E0,2.915487213E0,1.477547424E1,1.512292869E1
2.045933458E0,7.108717346E-1,2.813549194E0,1.108729385E1,1.146078020E1
2.055952458E0,6.078858948E-1,1.400936737E0,9.816586304E0,9.934662332E0
2.065971458E0,-1.175056458E-1,2.423460388E-1,9.687105560E0,9.690848947E0
2.075991458E0,-8.066725159E-1,1.636097717E-1,8.822353821E0,8.860666772E0
2.086010458E0,-1.333576813E0,3.731739807E-1,7.631580048E0,7.756203966E0
2.096029458E0,-2.053579559E0,3.004252625E-1,6.749913483E0,7.061782804E0
2.106049458E0,-2.181264038E0,4.706213379E-1,7.018904114E0,7.365080597E0
2.116068458E0,-2.350561981E0,7.734416199E-1,7.945776672E0,8.322182436E0
2.126088458E0,-2.562970276E0,1.028211823E0,8.446036377E0,8.886032110E0
2.136107458E0,-2.641407166E0,1.591191101E0,7.661667480E0,8.258938764E0
2.146126458E0,-2.451751556E0,1.949096832E0,8.164621582E0,8.744776140E0
2.156146458E0,-2.220781860E0,2.099833374E0,8.301736450E0,8.846468242E0
2.166165458E0,-2.091750183E0,2.358794861E0,7.943830719E0,8.546565305E0
2.176184458E0,-1.826052704E0,2.765349426E0,7.861052856E0,8.530989271E0
2.186204458E0,-1.724114685E0,2.909349976E0,7.649991760E0,8.364165389E0
2.196223458E0,-1.389111328E0,2.836002502E0,7.943082275E0,8.547812382E0
2.206242458E0,-1.168320465E0,3.040626984E0,7.633975067E0,8.299877137E0
2.216262458E0,-1.252894592E0,2.958298187E0,7.589218140E0,8.241207739E0
2.226281458E0,-9.096583557E-1,2.629282379E0,8.132288818E0,8.595040755E0
2.236300458E0,-1.268911285E0,2.420017548E0,8.544980621E0,8.971249333E0
2.246320458E0,-2.427951050E0,2.379302216E0,8.890761566E0,9.518490771E0
2.256339458E0,-2.778522034E0,2.705174561E0,9.289831696E0,1.006673368E1
2.266358458E0,-2.837798767E0,3.214265900E0,9.770033112E0,1.066949643E1
2.276378458E0,-2.848426666E0,2.884052582E0,1.086186264E1,1.159359107E1
2.286397458E0,-2.942880249E0,3.200943604E0,1.152139114E1,1.231458639E1
2.296421708E0,-1.751956787E0,2.751428375E0,1.044468018E1,1.094216865E1
2.306440708E0,-1.723665619E0,2.246228943E0,1.220442078E1,1.252854557E1
2.316459708E0,-1.717079315E0,2.135159912E0,1.211565536E1,1.242160916E1
2.326479708E0,-1.562001801E0,1.707199860E0,1.209275299E1,1.231215074E1
2.336498708E0,-1.489851837E0,1.561552734E0,1.232566864E1,1.251320154E1
2.346517708E0,-1.852248230E0,1.428928528E0,1.225696152E1,1.247821165E1
2.356537708E0,-2.013612671E0,1.190175018E0,1.201132233E1,1.223695291E1
2.366556708E0,-2.189496918E0,8.545729065E-1,1.168470154E1,1.191874329E1
2.376575708E0,-2.578687592E0,6.134243774E-1,1.139430542E1,1.169855184E1
2.386595708E0,-3.032843170E0,5.861810303E-1,1.111798004E1,1.153911721E1
2.396614708E0,-3.181184692E0,6.057902527E-1,1.089599167E1,1.136703797E1
2.406633708E0,-3.053799591E0,4.623884583E-1,1.065948349E1,1.109793149E1
2.416653708E0,-3.054098969E0,5.745053101E-1,1.063059357E1,1.107551789E1
2.426672708E0,-3.379522247E0,9.593550110E-1,1.072759186E1,1.128816902E1
2.436692708E0,-3.295247498E0,1.070424042E0,1.070873108E1,1.125528254E1
2.446711708E0,-3.015628967E0,1.108594666E0,1.064900528E1,1.112314315E1
2.456730708E0,-2.510429535E0,1.057251434E0,1.065648972E1,1.099912770E1
2.466750708E0,-2.288141785E0,9.379495239E-1,1.069570816E1,1.097786478E1
2.476769708E0,-2.082619171E0,8.487350464E-1,1.064556244E1,1.088051715E1
2.486788708E0,-1.767674103E0,7.879614258E-1,1.054527100E1,1.072139428E1
2.496808708E0,-1.611848145E0,8.120613098E-1,1.033331177E1,1.048974881E1
2.506827708E0,-1.392703857E0,8.978329468E-1,1.007689499E1,1.021222506E1
2.516846708E0,-1.229543152E0,8.499325562E-1,9.884544983E0,9.996919087E0
2.526866708E0,-1.320404205E0,9.806108093E-1,9.642797699E0,9.782055627E0
2.536885708E0,-1.307231598E0,1.094823303E0,9.365125122E0,9.519089298E0
2.546905708E0,-1.218765564E0,1.173858948E0,9.164542236E0,9.319451096E0
2.556924708E0,-1.005159760E0,1.177152100E0,9.028475189E0,9.160207282E0
2.566943708E0,-9.301657104E-1,1.308279419E0,8.969497833E0,9.112008268E0
2.576963708E0,-9.614506531E-1,1.441652069E0,8.945996704E0,9.112277711E0
2.586982708E0,-9.574090576E-1,1.526974640E0,8.903335419E0,9.083923449E0
2.597001708E0,-1.024918671E0,1.555265808E0,8.830886078E0,9.025179164E0
2.607021708E0,-1.016685791E0,1.509610748E0,8.679550781E0,8.868324327E0
2.617040708E0,-1.015188904E0,1.416953430E0,8.487949219E0,8.665082081E0
2.627059708E0,-1.035097504E0,1.335073700E0,8.303981781E0,8.474075882E0
2.637079708E0,-1.097817078E0,1.298849030E0,8.049061890E0,8.226761723E0
2.647098708E0,-8.722361755E-1,1.073717194E0,7.993078308E0,8.111902699E0
2.657117708E0,-8.666976929E-1,1.172062683E0,7.926915894E0,8.059831971E0
2.667137708E0,-9.252259827E-1,1.273401947E0,7.626191254E0,7.786937053E0
2.677156708E0,-7.327262878E-1,1.333576813E0,7.606731720E0,7.757427563E0
2.687176708E0,-5.974076843E-1,1.632654877E0,7.490124207E0,7.689240438E0
2.697195708E0,-4.819976807E-1,1.895657959E0,7.623047791E0,7.869987197E0
2.707214708E0,-3.906875610E-1,2.101330261E0,7.783514099E0,8.071636598E0
2.717234708E0,-2.689906311E-1,2.234104156E0,7.917934570E0,8.231480134E0
2.727253708E0,-2.007325745E-1,2.401905212E0,8.206983490E0,8.553596917E0
2.737272708E0,-2.963836670E-1,2.550695801E0,8.490493927E0,8.870308871E0
2.747292708E0,-4.535568237E-1,2.691552887E0,8.819360046E0,9.232078984E0
2.757311708E0,-6.740483093E-1,2.753524017E0,9.042096863E0,9.476062015E0
2.767330708E0,-9.810598755E-1,2.925516357E0,9.285341034E0,9.784614584E0
2.777350708E0,-1.187779999E0,3.026556244E0,9.494007111E0,1.003528948E1
2.787369708E0,-1.434616699E0,3.099005585E0,9.706265717E0,1.028948759E1
2.797389708E0,-1.604214020E0,3.187920685E0,9.883497162E0,1.050808532E1
2.807408708E0,-1.706601105E0,3.140619049E0,1.005399261E1,1.067046123E1
2.817427708E0,-1.722767487E0,3.040776672E0,1.036190231E1,1.093541358E1
2.827447708E0,-1.675914917E0,2.783611450E0,1.075752960E1,1.123750981E1
2.837466708E0,-1.548230438E0,2.281106415E0,1.131916168E1,1.165005945E1
2.847485708E0,-1.342258759E0,1.614692230E0,1.193707672E1,1.212034200E1
2.857505708E0,-1.114432526E0,9.148974609E-1,1.247356110E1,1.255662071E1
2.867524708E0,-1.017733612E0,1.802252197E-1,1.273626480E1,1.277813382E1
2.877543708E0,-9.815089417E-1,-4.201762390E-1,1.274494675E1,1.278958856E1
2.887563708E0,-1.001716919E0,-7.397616577E-1,1.260962814E1,1.267096705E1
2.897582708E0,-1.005159760E0,-7.605683899E-1,1.240305771E1,1.246694233E1
2.907602708E0,-9.535171509E-1,-5.584886169E-1,1.211700256E1,1.216728629E1
2.917621708E0,-8.440946960E-1,-2.872526550E-1,1.169173691E1,1.172568641E1
2.927640708E0,-7.655081177E-1,6.586303711E-3,1.118429214E1,1.121046104E1
2.937660708E0,-8.165519714E-1,3.620970154E-1,1.068253555E1,1.071981517E1
2.947679708E0,-9.135502625E-1,6.505471802E-1,1.017838394E1,1.023998464E1
2.957698708E0,-1.146465912E0,8.397537231E-1,9.799222412E0,9.901733701E0
2.967718708E0,-1.444496155E0,9.151968384E-1,9.431287537E0,9.585058111E0
2.977737708E0,-1.721270599E0,8.598120117E-1,9.210047607E0,9.408880173E0
2.987756708E0,-1.841620331E0,9.222322083E-1,9.141939240E0,9.371079487E0
