"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.625045917E0,3.870950317E-1,-2.035018158E0,9.764045563E0,9.981369005E0
2.635063917E0,5.469625854E-1,-2.145338745E0,9.862690430E0,1.010813083E1
2.645081917E0,5.894741821E-1,-2.198627930E0,9.823322296E0,1.008360578E1
2.655099917E0,4.736151123E-1,-2.132166138E0,9.751172333E0,9.992787678E0
2.665118917E0,3.366499329E-1,-1.953886871E0,9.745035095E0,9.944682805E0
2.675136917E0,3.665876770E-1,-1.814975739E0,9.826765137E0,9.999691821E0
2.685154917E0,4.263134766E-1,-1.698068848E0,9.782906342E0,9.938331725E0
2.695173917E0,4.580474854E-1,-1.676214294E0,9.703721008E0,9.858078072E0
2.705191917E0,4.667294312E-1,-1.716779938E0,9.675429840E0,9.837637537E0
2.715209917E0,4.799020386E-1,-1.744172974E0,9.573791199E0,9.743198820E0
2.725228917E0,5.111869812E-1,-1.748963013E0,9.463021545E0,9.636854285E0
2.735246917E0,5.004093933E-1,-1.735041962E0,9.355994110E0,9.528662338E0
2.745264917E0,4.608915710E-1,-1.733395386E0,9.322912903E0,9.493881482E0
2.755282917E0,4.323010254E-1,-1.738185425E0,9.418563995E0,9.587362540E0
2.765301917E0,3.863465881E-1,-1.735191650E0,9.566755829E0,9.730517501E0
2.775319917E0,3.263214111E-1,-1.688937836E0,9.685309296E0,9.836880239E0
2.785337917E0,3.155438232E-1,-1.623523865E0,9.740095367E0,9.879516962E0
2.795356917E0,3.049159241E-1,-1.580114136E0,9.716893616E0,9.849251542E0
2.805374917E0,2.653981018E-1,-1.613644409E0,9.677824860E0,9.815018005E0
2.815392917E0,2.101629639E-1,-1.661245422E0,9.661508789E0,9.805542153E0
2.825410917E0,1.875599670E-1,-1.681154022E0,9.643995209E0,9.791225724E0
2.835429917E0,2.110610962E-1,-1.692380676E0,9.591903534E0,9.742346357E0
2.845447917E0,2.598596191E-1,-1.730401611E0,9.507030029E0,9.666717992E0
2.855465917E0,2.969824219E-1,-1.791324921E0,9.467661896E0,9.640210854E0
2.865484917E0,3.209326172E-1,-1.832489319E0,9.508676605E0,9.688959987E0
2.875502917E0,3.101550293E-1,-1.843865662E0,9.589059448E0,9.769651878E0
2.885520917E0,3.135978699E-1,-1.824256439E0,9.656119995E0,9.831933103E0
2.895539917E0,3.146456909E-1,-1.825753326E0,9.689500580E0,9.865029073E0
2.905557917E0,3.348536682E-1,-1.823358307E0,9.691895599E0,9.867603701E0
2.915575917E0,3.972738647E-1,-1.833088074E0,9.676028595E0,9.856143657E0
2.925593917E0,4.598437500E-1,-1.851499786E0,9.662706299E0,9.849233511E0
2.935612917E0,4.998106384E-1,-1.844464417E0,9.614955597E0,9.803021513E0
2.945630917E0,5.501060486E-1,-1.817819824E0,9.584718475E0,9.771075367E0
2.955648917E0,5.851332092E-1,-1.765578461E0,9.533674622E0,9.713423699E0
2.965667917E0,6.397695923E-1,-1.721569977E0,9.504335632E0,9.680160336E0
2.975685917E0,6.979985046E-1,-1.689835968E0,9.500443726E0,9.674770204E0
2.985703917E0,6.951544189E-1,-1.694775696E0,9.514963531E0,9.689687061E0
2.995722917E0,5.983058167E-1,-1.768123169E0,9.579778748E0,9.759938025E0
3.005740917E0,5.188211060E-1,-1.833088074E0,9.664502563E0,9.850482071E0
3.015758917E0,5.557942200E-1,-1.830243988E0,9.709858246E0,9.896466411E0
3.025776917E0,5.804928589E-1,-1.783391418E0,9.702373810E0,9.881979278E0
3.035795917E0,5.510041809E-1,-1.752256165E0,9.682165833E0,9.854863900E0
3.045813917E0,5.444178772E-1,-1.726210327E0,9.682165833E0,9.849899904E0
3.055831917E0,5.774990845E-1,-1.720522156E0,9.703870697E0,9.872122780E0
3.065850917E0,5.613327026E-1,-1.726060638E0,9.748328247E0,9.915860192E0
3.075868917E0,5.186714172E-1,-1.726958771E0,9.767937469E0,9.932975840E0
